timestamp,latitude,longitude,weather_condition,road_type,traffic_density,vehicle_type,accident_severity
2023-01-23 14:12:00,40.76890280111321,-74.05873492275211,Clear,Highway,Congested,Motorcycle,1
2023-01-23 14:25:00,40.77342656706205,-74.00288513585316,Clear,City Street,High,Car,1
2023-01-23 14:32:00,40.86034948336915,-73.95547292726319,Fog,Highway,Medium,Motorcycle,1
2023-01-23 15:21:00,40.72105857165119,-74.05940967832979,Rain,Highway,High,Car,1
2023-01-23 15:44:00,40.88231592025044,-74.07545300187338,Rain,City Street,Medium,Car,0
2023-01-23 17:45:00,40.878268720976,-73.9029750267455,Rain,City Street,Congested,Car,1
2023-01-23 20:57:00,40.78336984789868,-73.93838994417258,Fog,Highway,Congested,Bus,2
2023-01-24 02:21:00,40.80440468353287,-73.85086212287119,Fog,Intersection,Low,Car,1
2023-01-24 03:15:00,40.79156705251162,-74.00064707576968,Rain,Highway,Congested,Car,0
2023-01-24 04:40:00,40.89803304245108,-74.01695796086516,Clear,City Street,Medium,Car,0
2023-01-24 09:34:00,40.703143316603864,-73.94971145209219,Rain,Intersection,Medium,Car,2
2023-01-24 10:16:00,40.764849979127725,-73.99266119135409,Clear,Highway,Medium,Car,2
2023-01-24 11:10:00,40.8185976977565,-73.99542265488702,Clear,City Street,Medium,Car,0
2023-01-24 13:47:00,40.835769277005774,-73.96556074203757,Clear,Intersection,Low,Truck,0
2023-01-24 15:19:00,40.809209214671625,-74.05930496821884,Fog,Highway,Congested,Car,1
2023-01-24 19:22:00,40.765462637765935,-73.91979662311343,Clear,Intersection,High,Car,0
2023-01-24 19:36:00,40.87022216516951,-73.97773711861973,Snow,Intersection,Medium,Car,1
2023-01-24 21:05:00,40.81808074513078,-73.95210463265448,Snow,Intersection,Medium,Car,1
2023-01-24 21:34:00,40.843842289526755,-73.90568659953955,Clear,Highway,Medium,Truck,0
2023-01-24 23:41:00,40.833169872920024,-73.97889106994023,Clear,City Street,Congested,Car,2
2023-01-25 02:14:00,40.70768667856028,-74.0265796568295,Clear,Intersection,High,Car,1
2023-01-25 03:09:00,40.899290101020014,-73.83399907300434,Fog,Highway,Medium,Truck,0
2023-01-25 04:10:00,40.76249766522857,-73.99034136092781,Snow,City Street,Congested,Car,1
2023-01-25 04:54:00,40.80113314861688,-73.85479127898816,Rain,Intersection,Low,Car,0
2023-01-25 06:41:00,40.85293251104585,-74.08931314027376,Snow,City Street,High,Car,0
2023-01-25 08:52:00,40.76534184299608,-74.0023054540481,Clear,City Street,Low,Car,0
2023-01-25 09:13:00,40.768741418427126,-73.87860408531745,Clear,City Street,Congested,Motorcycle,0
2023-01-25 12:50:00,40.73752219770909,-74.08624989469538,Rain,Highway,Medium,Car,1
2023-01-25 12:52:00,40.86186856574774,-74.00420450205064,Clear,City Street,Congested,Car,1
2023-01-25 13:34:00,40.737629385441885,-74.08741859570922,Rain,Intersection,Low,Bus,0
2023-01-25 14:03:00,40.794107586958056,-74.05667282534706,Clear,Intersection,Congested,Motorcycle,0
2023-01-25 17:12:00,40.843091391071965,-74.04778466659049,Clear,Intersection,Medium,Car,2
2023-01-25 17:40:00,40.75460239910801,-73.9955403053359,Clear,Highway,Medium,Car,0
2023-01-25 19:17:00,40.795265222783776,-73.92528101872914,Rain,Rural Road,Congested,Car,0
2023-01-25 20:59:00,40.870464634955106,-73.91483262417258,Snow,Highway,Congested,Car,2
2023-01-25 22:56:00,40.77682298224875,-73.81089501832184,Clear,Highway,Congested,Car,1
2023-01-26 00:36:00,40.75982605912625,-73.85725085851567,Clear,Intersection,Congested,Car,1
2023-01-26 02:49:00,40.801570028627495,-73.83532861146259,Clear,Rural Road,Medium,Car,1
2023-01-26 06:11:00,40.79473705208068,-73.9911172223473,Clear,Highway,Medium,Car,1
2023-01-26 07:04:00,40.760780175394494,-73.81282931655478,Clear,Intersection,Low,Car,0
2023-01-26 07:46:00,40.754212598028076,-74.06148828044023,Rain,Intersection,Congested,Motorcycle,2
2023-01-26 09:47:00,40.86741488916382,-74.00365828788108,Clear,Highway,Congested,Car,0
2023-01-26 10:07:00,40.729669572583795,-73.96595535947422,Clear,Highway,Low,Car,0
2023-01-26 11:07:00,40.776262127990414,-73.84703808254238,Fog,Rural Road,Low,Car,0
2023-01-26 12:27:00,40.886461136548974,-73.9363397170252,Snow,Intersection,Low,Car,2
2023-01-26 13:27:00,40.86151111019986,-73.89702498887404,Clear,Rural Road,Congested,Car,1
2023-01-26 14:31:00,40.82325409784184,-73.88167328480142,Rain,Highway,Low,Car,0
2023-01-26 15:27:00,40.86131252642608,-74.04296223069328,Rain,Rural Road,High,Car,1
2023-01-26 18:00:00,40.849305136432186,-74.02571478028172,Rain,City Street,High,Car,1
2023-01-26 18:33:00,40.79008819908519,-73.89353158734669,Fog,Highway,High,Car,1
2023-01-26 20:44:00,40.89587914605325,-73.88415375889271,Clear,City Street,Medium,Car,2
2023-01-26 21:18:00,40.806755278747005,-74.05797959835101,Clear,Intersection,Medium,Truck,0
2023-01-26 22:44:00,40.88521241290353,-73.90177938971257,Rain,Intersection,Medium,Car,0
2023-01-27 02:01:00,40.73167460410584,-74.0212417287272,Rain,Highway,Low,Motorcycle,1
2023-01-27 02:16:00,40.76148650650957,-73.8630055352062,Fog,Intersection,Medium,Motorcycle,0
2023-01-27 03:15:00,40.70156133889778,-73.94793586679033,Rain,Highway,High,Car,1
2023-01-27 05:26:00,40.75004926505259,-73.98105737138297,Clear,City Street,Congested,Car,0
2023-01-27 07:09:00,40.77791062712522,-73.85266153227211,Clear,Highway,Low,Car,0
2023-01-27 17:53:00,40.85803316318619,-74.03800169783078,Clear,Intersection,Medium,Car,0
2023-01-27 17:58:00,40.754518857276,-73.81657896291482,Clear,Rural Road,Medium,Truck,0
2023-01-27 19:11:00,40.826746401011526,-73.92408479337213,Fog,City Street,High,Truck,2
2023-01-27 19:17:00,40.78649614608363,-74.04669953104825,Fog,Rural Road,High,Car,1
2023-01-27 22:28:00,40.75380278624888,-73.8671068041064,Clear,City Street,High,Motorcycle,1
2023-01-28 03:21:00,40.89837869662853,-73.93513398801407,Clear,Highway,High,Motorcycle,0
2023-01-28 04:58:00,40.844908134812194,-74.09994734524261,Fog,City Street,Low,Car,2
2023-01-28 05:43:00,40.85843382724559,-73.91226064811363,Clear,Intersection,Medium,Car,2
2023-01-28 09:38:00,40.73105532063547,-73.94617585744469,Clear,Highway,Congested,Truck,1
2023-01-28 09:46:00,40.78990423451914,-73.94843681429042,Fog,Intersection,Congested,Car,2
2023-01-28 10:46:00,40.894787081197634,-74.04501199093217,Snow,City Street,High,Truck,0
2023-01-28 12:00:00,40.843595906804076,-73.85406205674883,Fog,Highway,Low,Car,2
2023-01-28 13:44:00,40.883444309028434,-73.82736571703664,Clear,Highway,Medium,Car,1
2023-01-28 15:34:00,40.87414526133044,-73.92129195125592,Clear,City Street,Low,Car,0
2023-01-28 17:25:00,40.70177676076577,-74.08350543731314,Clear,City Street,Medium,Car,0
2023-01-28 18:42:00,40.82003638886287,-73.80186898729669,Fog,City Street,Medium,Truck,2
2023-01-28 19:48:00,40.739803538403,-73.82765215652121,Rain,Intersection,Medium,Car,1
2023-01-28 20:51:00,40.77090884125287,-74.07528976585411,Clear,Rural Road,Medium,Car,0
2023-01-28 21:40:00,40.76475379513359,-73.99892154204248,Snow,City Street,Medium,Car,0
2023-01-28 22:13:00,40.77960128750077,-73.83284925379563,Clear,Intersection,High,Motorcycle,0
2023-01-28 22:17:00,40.72641968034575,-73.81507206158614,Clear,Intersection,Low,Car,0
2023-01-28 22:47:00,40.75436918679684,-74.0613715368972,Fog,City Street,Congested,Motorcycle,1
2023-01-29 02:25:00,40.76127620738726,-74.07896710821814,Clear,Intersection,Medium,Motorcycle,0
2023-01-29 04:37:00,40.7536564391079,-74.06800347911108,Rain,Intersection,High,Car,1
2023-01-29 06:13:00,40.87924541146162,-73.99963266215067,Fog,Intersection,Low,Car,2
2023-01-29 07:25:00,40.865279754748926,-74.09312698203264,Snow,Rural Road,Medium,Motorcycle,0
2023-01-29 09:28:00,40.78230424388685,-74.02708276781858,Clear,City Street,Low,Car,0
2023-01-29 10:24:00,40.71204407288905,-73.96670662035997,Clear,Highway,Medium,Car,0
2023-01-29 14:22:00,40.729244297692105,-74.07182404284957,Clear,Intersection,Medium,Motorcycle,1
2023-01-29 14:34:00,40.74568725919958,-73.84273602301894,Clear,Intersection,High,Car,0
2023-01-29 14:54:00,40.85417968086376,-73.82715867922045,Fog,Highway,Medium,Car,1
2023-01-29 15:28:00,40.82041073458541,-73.80657980734613,Rain,City Street,High,Car,0
2023-01-29 15:50:00,40.789383157571386,-73.9891919788165,Rain,City Street,Medium,Car,1
2023-01-29 16:28:00,40.727383764799136,-74.04829142523438,Rain,Rural Road,Medium,Truck,0
2023-01-29 18:46:00,40.75155317737244,-73.83091961384733,Clear,Intersection,High,Car,0
2023-01-29 20:42:00,40.7550108895361,-73.83266499766398,Clear,Intersection,High,Car,1
2023-01-29 22:52:00,40.81171468434165,-73.85682379667671,Rain,Intersection,Low,Car,0
2023-01-30 01:44:00,40.709299207938265,-73.96465618706587,Rain,City Street,Medium,Car,2
2023-01-30 05:52:00,40.88825163920848,-73.80257548613885,Rain,Intersection,High,Car,1
2023-01-30 06:17:00,40.76961521558021,-74.04276552897252,Clear,Intersection,Medium,Truck,1
2023-01-30 09:36:00,40.854285997798584,-74.08565509417699,Clear,Intersection,High,Car,1
2023-01-30 11:52:00,40.86191745416191,-73.98812052943,Clear,City Street,Low,Car,0
2023-01-30 13:58:00,40.79934476521964,-74.04022897095433,Fog,Intersection,Medium,Car,0
2023-01-30 17:11:00,40.85985800118084,-73.91387568758594,Rain,Rural Road,Congested,Truck,0
2023-01-30 18:44:00,40.882359279751675,-74.05334590679739,Fog,Highway,Congested,Motorcycle,0
2023-01-30 18:48:00,40.72606567291794,-74.08529062609028,Clear,Intersection,Medium,Motorcycle,1
2023-01-30 19:17:00,40.72768852689311,-73.89945437180796,Snow,Highway,Low,Car,1
2023-01-30 21:10:00,40.81662005692616,-73.95319406237772,Rain,City Street,High,Car,0
2023-01-31 00:13:00,40.84015590790945,-74.0172682157094,Rain,Highway,Medium,Car,2
2023-01-31 02:53:00,40.70400687681545,-73.87826914276023,Rain,City Street,Medium,Motorcycle,1
2023-01-31 03:48:00,40.750440010123384,-73.89034879326174,Clear,Highway,Low,Car,1
2023-01-31 09:18:00,40.75998260969541,-73.90318623915336,Clear,Intersection,Congested,Motorcycle,0
2023-01-31 12:53:00,40.81138968372565,-73.91389865836686,Clear,Rural Road,Low,Car,0
2023-01-31 15:17:00,40.86422841829944,-74.0709904843361,Clear,City Street,High,Car,0
2023-01-31 15:46:00,40.75059209889153,-74.08075264141709,Rain,City Street,Low,Car,1
2023-01-31 20:26:00,40.8121063210991,-73.90758590670595,Fog,Highway,Medium,Car,1
2023-01-31 21:09:00,40.77978755417455,-73.87538607089249,Clear,City Street,Medium,Car,1
2023-02-01 00:27:00,40.81457175032371,-74.03604644123301,Rain,Intersection,Medium,Truck,0
2023-02-01 06:20:00,40.73220924299214,-73.94885418890144,Clear,Highway,Congested,Car,1
2023-02-01 08:58:00,40.81827162846527,-73.99909796313625,Clear,Intersection,Medium,Car,0
2023-02-01 09:09:00,40.80215840609978,-73.80139536107183,Clear,Intersection,Medium,Car,0
2023-02-01 13:56:00,40.8773641334687,-73.8369236979269,Clear,City Street,Medium,Car,0
2023-02-01 14:26:00,40.74526085723025,-73.80297408762627,Rain,Intersection,Medium,Truck,1
2023-02-01 16:12:00,40.71230852938198,-73.89537518907422,Rain,Intersection,Medium,Motorcycle,1
2023-02-01 22:31:00,40.7677482525907,-74.03471579266535,Clear,Intersection,High,Car,1
2023-02-02 00:50:00,40.70201422696646,-73.86394765964575,Rain,City Street,Medium,Car,1
2023-02-02 03:41:00,40.74936978105965,-73.98131985754324,Clear,Intersection,Medium,Truck,0
2023-02-02 04:46:00,40.72710820261817,-74.07941391331578,Fog,Highway,Medium,Car,0
2023-02-02 11:27:00,40.73563928535763,-74.02935168128263,Clear,City Street,Medium,Truck,0
2023-02-02 14:17:00,40.81085904230175,-74.03558438173712,Fog,Highway,Low,Truck,1
2023-02-02 19:41:00,40.73077001107346,-73.91697616796063,Clear,City Street,Low,Car,0
2023-02-02 21:49:00,40.72483748863189,-73.80019412103898,Clear,Intersection,High,Truck,1
2023-02-02 22:57:00,40.721342771998756,-74.01367604623458,Clear,Highway,High,Truck,0
2023-02-03 00:40:00,40.89867722240573,-74.07268384490716,Clear,Intersection,Medium,Car,2
2023-02-03 01:04:00,40.81396509546643,-74.04104691335762,Clear,Rural Road,Medium,Truck,1
2023-02-03 03:05:00,40.72505351882649,-74.07335775617908,Clear,Intersection,High,Car,0
2023-02-03 06:07:00,40.70301760604214,-74.03265159347927,Clear,Intersection,Low,Truck,1
2023-02-03 12:05:00,40.74821306606647,-73.81914253766543,Fog,City Street,Low,Car,0
2023-02-03 12:42:00,40.725849538797846,-74.0865834212544,Rain,Intersection,Low,Car,1
2023-02-03 15:44:00,40.87735450170848,-73.93402876413435,Clear,Intersection,Congested,Motorcycle,0
2023-02-03 16:36:00,40.86700471767434,-73.80084806162667,Clear,Intersection,Low,Truck,0
2023-02-03 17:06:00,40.719977263599525,-74.07370925466518,Fog,Intersection,High,Motorcycle,1
2023-02-03 18:00:00,40.837791158034236,-73.94634165697211,Rain,Highway,Congested,Car,1
2023-02-04 00:17:00,40.724454570544275,-74.05166313098525,Clear,Intersection,Congested,Motorcycle,0
2023-02-04 00:39:00,40.812533908136864,-74.01553621982211,Clear,Highway,Congested,Bus,0
2023-02-04 05:17:00,40.86409928893157,-73.94773192526684,Clear,Rural Road,Medium,Motorcycle,1
2023-02-04 05:36:00,40.75474198343457,-73.97522020889026,Clear,City Street,Medium,Car,0
2023-02-04 13:25:00,40.89191451752581,-73.8240100431409,Rain,Highway,Low,Car,0
2023-02-04 16:33:00,40.819559166544565,-74.09898811693483,Clear,Rural Road,Congested,Car,0
2023-02-04 22:13:00,40.87677844750822,-74.08824094936327,Clear,Intersection,High,Motorcycle,1
2023-02-04 22:13:00,40.8757500277669,-74.03780619802717,Clear,Highway,Congested,Car,0
2023-02-04 22:16:00,40.88004697148642,-74.01918943643919,Snow,Intersection,Medium,Truck,1
2023-02-04 22:26:00,40.84892628877081,-73.85492798697162,Fog,Intersection,Congested,Car,1
2023-02-05 00:30:00,40.82112496052923,-74.07396801538229,Rain,Highway,Medium,Truck,2
2023-02-05 04:12:00,40.76347081672005,-73.80624705083999,Clear,Intersection,Low,Car,0
2023-02-05 04:25:00,40.89359388910405,-74.0191056415081,Clear,Intersection,Low,Car,1
2023-02-05 04:27:00,40.76004509084953,-73.81301644375084,Clear,Highway,Low,Motorcycle,1
2023-02-05 05:23:00,40.763622148481666,-73.83312280758993,Snow,Rural Road,Medium,Car,1
2023-02-05 07:36:00,40.7573625249547,-73.99340891969963,Rain,City Street,Medium,Motorcycle,0
2023-02-05 12:19:00,40.78326989975929,-73.88505660992581,Snow,City Street,Low,Car,1
2023-02-05 12:35:00,40.733704118428754,-73.89407673551305,Clear,Intersection,High,Car,1
2023-02-05 12:54:00,40.739358026718364,-73.90768730451963,Clear,Highway,High,Motorcycle,0
2023-02-05 13:41:00,40.81233627787292,-73.85288103595974,Clear,City Street,High,Car,0
2023-02-05 14:19:00,40.79797874887684,-74.02040199979719,Clear,City Street,Low,Bus,0
2023-02-05 17:01:00,40.7940191916903,-73.90860618678204,Snow,Intersection,Congested,Car,1
2023-02-05 20:29:00,40.798917955601965,-73.87373967240227,Clear,Highway,Medium,Motorcycle,1
2023-02-05 23:30:00,40.87387056958456,-73.90627051479211,Clear,Highway,Medium,Motorcycle,0
2023-02-06 00:14:00,40.71197492534428,-73.95055546882962,Rain,City Street,Low,Motorcycle,1
2023-02-06 02:33:00,40.85739214539708,-74.01550496661145,Fog,Intersection,Congested,Car,1
2023-02-06 05:06:00,40.720723757532994,-73.99496995853664,Clear,Intersection,High,Car,1
2023-02-06 06:18:00,40.85055858423909,-73.95514952957949,Clear,City Street,High,Car,2
2023-02-06 08:17:00,40.85641800292472,-73.93934465448392,Clear,Intersection,Congested,Car,0
2023-02-06 08:59:00,40.709996543015514,-73.91929074776175,Clear,City Street,High,Motorcycle,0
2023-02-06 11:57:00,40.80008464872651,-73.92741981170583,Clear,City Street,Medium,Car,0
2023-02-06 12:39:00,40.892333354436495,-74.02621883572414,Clear,Intersection,High,Motorcycle,0
2023-02-06 15:12:00,40.89308844414774,-74.05893634000881,Clear,City Street,Congested,Car,0
2023-02-06 16:21:00,40.840031938414626,-73.89762172927932,Rain,City Street,Low,Truck,0
2023-02-06 21:03:00,40.82870483207484,-73.9676895582463,Clear,Highway,Medium,Car,0
2023-02-06 22:08:00,40.86556572141324,-73.9468290751154,Rain,Highway,High,Car,1
2023-02-06 22:49:00,40.72345435391078,-73.95090009032172,Rain,Intersection,Medium,Motorcycle,0
2023-02-06 23:58:00,40.835119973634825,-73.87867034606722,Fog,Intersection,Medium,Car,0
2023-02-07 00:03:00,40.84699928765892,-73.87338357680834,Rain,Highway,High,Car,0
2023-02-07 00:36:00,40.79471389971493,-73.99561474157069,Clear,Highway,Low,Car,0
2023-02-07 02:37:00,40.77271125877353,-74.09999721120732,Clear,Intersection,High,Car,1
2023-02-07 03:00:00,40.763301409775,-73.9102895004256,Clear,Highway,Medium,Car,1
2023-02-07 04:22:00,40.780149689529516,-73.9333604982274,Rain,City Street,Congested,Car,0
2023-02-07 04:47:00,40.884075270064294,-73.88917815348283,Rain,Intersection,High,Car,1
2023-02-07 05:07:00,40.8895673799694,-73.89906932928312,Rain,Intersection,Medium,Car,1
2023-02-07 05:44:00,40.86558686497037,-73.9840006329594,Clear,City Street,Low,Truck,0
2023-02-07 05:44:00,40.794184165283525,-73.89620533801019,Fog,Intersection,Congested,Car,2
2023-02-07 05:51:00,40.878252529783076,-74.03554619650912,Rain,City Street,High,Car,0
2023-02-07 07:53:00,40.72011713131933,-73.85591654539616,Clear,Highway,Medium,Car,1
2023-02-07 07:58:00,40.79736141539665,-73.9034021785852,Clear,Rural Road,Medium,Car,0
2023-02-07 08:06:00,40.886028110677515,-73.80553366868308,Clear,Rural Road,High,Car,0
2023-02-07 08:58:00,40.70981167348173,-73.9527224718041,Clear,Rural Road,Medium,Car,1
2023-02-07 14:31:00,40.76545006158116,-74.05007394434325,Snow,Highway,Low,Car,0
2023-02-07 17:18:00,40.81296902044343,-73.92686086484346,Rain,Highway,Medium,Car,1
2023-02-07 20:47:00,40.70238089376957,-74.05158122467655,Clear,Highway,Low,Car,0
2023-02-07 22:34:00,40.78367494102157,-73.97603319675247,Rain,City Street,Medium,Car,0
2023-02-07 22:36:00,40.89195499635326,-73.83782289618422,Fog,City Street,Low,Car,1
2023-02-08 00:25:00,40.83339697229391,-73.81583905523682,Clear,Intersection,Medium,Car,0
2023-02-08 01:00:00,40.83567201795658,-74.04730685023833,Rain,Intersection,High,Car,2
2023-02-08 02:19:00,40.87131363929798,-73.91991286718145,Rain,Intersection,Medium,Car,0
2023-02-08 03:39:00,40.83389614927719,-73.83308257770001,Clear,Intersection,Medium,Car,1
2023-02-08 03:44:00,40.893250741448014,-74.05518615640865,Snow,Intersection,Low,Car,1
2023-02-08 04:49:00,40.75366521379287,-73.99993391561961,Clear,Highway,Medium,Car,1
2023-02-08 05:45:00,40.83313474724586,-73.83853739579963,Snow,Highway,High,Car,2
2023-02-08 06:10:00,40.870123641705455,-73.95182434974934,Clear,Intersection,Congested,Motorcycle,1
2023-02-08 07:24:00,40.819628213074104,-74.02643412648378,Rain,Intersection,Low,Car,1
2023-02-08 08:03:00,40.850894295000444,-73.87652213244135,Clear,Intersection,Medium,Motorcycle,2
2023-02-08 08:34:00,40.837500418560886,-73.92680807454308,Clear,Highway,Low,Car,2
2023-02-08 09:09:00,40.754993873290594,-73.98331245431162,Clear,Intersection,Congested,Truck,1
2023-02-08 09:54:00,40.71869358738089,-73.98738143380464,Fog,Intersection,Medium,Bus,0
2023-02-08 12:30:00,40.70071550892001,-73.93575347005516,Clear,Intersection,Medium,Car,1
2023-02-08 12:40:00,40.838654885481745,-74.07255219079772,Fog,Highway,High,Car,1
2023-02-08 13:31:00,40.84377281457676,-73.82775869194845,Clear,Intersection,Low,Truck,2
2023-02-08 13:51:00,40.802406323738296,-73.87715859382205,Fog,Highway,Congested,Truck,1
2023-02-08 14:54:00,40.82504341173057,-73.90133621462996,Rain,Highway,High,Car,0
2023-02-08 14:55:00,40.72332059328576,-74.08023385820542,Clear,Highway,Medium,Car,1
2023-02-08 15:55:00,40.71379746165174,-74.00710341768585,Clear,Highway,Medium,Motorcycle,0
2023-02-08 16:52:00,40.87322575045846,-73.90442621798012,Snow,Highway,High,Bus,2
2023-02-08 16:58:00,40.84085685397586,-73.91548576542921,Rain,Intersection,High,Car,1
2023-02-08 18:05:00,40.89378457474375,-74.00064336835432,Clear,Highway,High,Car,1
2023-02-08 20:25:00,40.85863416399881,-73.81422097528355,Rain,City Street,Medium,Car,1
2023-02-08 21:25:00,40.798778270441254,-73.86097478480093,Clear,Intersection,Medium,Car,0
